date_日期,price_价格,title_名称,lowerPrice_最低价格,lowerDate_最低价格日期,itemurl_商品链接
2024-05-01,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-02,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-03,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-04,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-05,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-06,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-07,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-08,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-09,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-10,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-11,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-12,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-13,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-14,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-15,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-16,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-17,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-18,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-19,89.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-20,75.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-21,75.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-22,79.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-23,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
2024-05-24,87.0,天章 （TANGO）新橙天章A4打印纸 70g 500张*5包 双面打印复印纸 顺滑不卡纸高性价比 整箱2500张【明星品质款】,72.0,2024-11-12,http://item.jd.com/1255826.html
